Date,Campaign,Marketing Channel,Impressions,Clicks,CTR,Landing Page Visits,Leads,Qualified Leads,Customers,Conversion Rate,Revenue,Cost,ROI,Country,Device,Age Group,Gender,Campaign Type
2024-06-10,Product Launch Q3,Referral,15638,1244,7.955,1211,527,393,223,1.426,30045.98,40.07,74883.73,United Kingdom,Mobile,18-24,Female,Awareness
2024-06-11,Lead Gen Webinar,TikTok Ads,10122,548,5.4139,442,77,25,9,0.0889,508.65,287.32,77.03,United Kingdom,Desktop,25-34,Female,Conversion
2024-06-11,Festive Mega Offer,Email Marketing,9443,750,7.9424,721,261,162,63,0.6672,8447.4,171.63,4821.87,Australia,Mobile,25-34,Female,Retargeting
2024-06-11,Product Launch Q3,Referral,19817,1264,6.3784,1187,523,362,186,0.9386,35740.07,124.81,28535.58,United States,Mobile,18-24,Male,Conversion
2024-06-11,Clearance Blowout,TikTok Ads,25779,1147,4.4494,886,205,85,28,0.1086,1557.97,293.9,430.1,United States,Mobile,18-24,Female,Loyalty
2024-06-11,Customer Win-Back,LinkedIn Ads,10999,301,2.7366,251,74,44,20,0.1818,8849.76,799.36,1007.11,India,Mobile,35-44,Male,Awareness
2024-06-12,Summer Sale Blast,Affiliate,10301,350,3.3977,290,93,50,12,0.1165,2154.49,180.44,1094.02,United States,Mobile,25-34,Male,Retargeting
2024-06-12,Product Launch Q1,YouTube Ads,11811,388,3.2851,290,48,20,6,0.0508,690.53,482.79,43.03,United States,Mobile,35-44,Female,Awareness
2024-06-13,Product Launch Q3,LinkedIn Ads,10532,273,2.5921,254,66,52,26,0.2469,11680.33,851.63,1271.53,Australia,Mobile,35-44,Female,Consideration
2024-06-13,Loyalty Rewards Push,Affiliate,17511,802,4.58,736,135,58,20,0.1142,3159.73,349.41,804.3,Germany,Desktop,35-44,Male,Consideration
2024-06-13,Referral Bonanza,Referral,23622,1761,7.4549,1577,806,462,224,0.9483,66665.31,74.11,89854.54,Australia,Mobile,18-24,Male,Conversion
2024-06-13,Summer Sale Blast,YouTube Ads,16375,564,3.4443,449,57,25,7,0.0427,1301.64,318.74,308.37,South Africa,Mobile,45-54,Female,Consideration
2024-06-14,Influencer Collab,Facebook Ads,17147,810,4.7239,738,245,112,43,0.2508,8586.54,392.54,2087.43,United States,Desktop,35-44,Female,Loyalty
2024-06-14,Influencer Collab,Referral,18283,1034,5.6555,1023,445,315,173,0.9462,34400.67,28.18,121974.77,United States,Mobile,45-54,Female,Consideration
2024-06-14,Product Launch Q3,LinkedIn Ads,20559,650,3.1616,557,157,82,34,0.1654,13466.67,1883.79,614.87,Singapore,Desktop,45-54,Male,Conversion
2024-06-14,Customer Win-Back,YouTube Ads,19163,776,4.0495,570,156,67,14,0.0731,1274.55,750.43,69.84,Australia,Desktop,25-34,Female,Loyalty
2024-06-15,Lead Gen Webinar,Affiliate,26526,936,3.5286,820,261,137,61,0.23,8609.29,516.73,1566.11,United States,Desktop,18-24,Female,Retargeting
2024-06-15,Product Launch Q1,TikTok Ads,31485,1381,4.3862,1053,273,104,22,0.0699,2306.01,518.01,345.17,Brazil,Mobile,25-34,Male,Conversion
2024-06-15,Referral Bonanza,Email Marketing,23135,1831,7.9144,1739,714,344,158,0.6829,16234.58,235.53,6792.79,Brazil,Desktop,55+,Male,Conversion
2024-06-15,Back to School,Instagram Ads,20935,1008,4.8149,842,161,84,41,0.1958,7762.87,740.05,948.97,India,Desktop,25-34,Female,Awareness
2024-06-16,Cart Abandonment Recovery,Referral,27313,2073,7.5898,1934,878,586,278,1.0178,61289.97,27.43,223341.38,India,Mobile,35-44,Female,Consideration
2024-06-16,Festive Mega Offer,Email Marketing,16061,1229,7.6521,1096,524,289,76,0.4732,9544.13,174.58,5366.91,Canada,Desktop,18-24,Female,Conversion
2024-06-16,Influencer Collab,YouTube Ads,13606,486,3.572,352,47,24,6,0.0441,870.23,341.11,155.12,India,Desktop,35-44,Male,Consideration
2024-06-18,Clearance Blowout,Facebook Ads,7234,338,4.6724,293,121,70,21,0.2903,4452.15,230.43,1832.11,United Kingdom,Desktop,25-34,Female,Consideration
2024-06-18,Influencer Collab,TikTok Ads,13943,495,3.5502,323,92,26,6,0.043,319.69,153.85,107.79,Canada,Mobile,35-44,Male,Conversion
2024-06-18,Clearance Blowout,Facebook Ads,4681,166,3.5463,140,29,14,4,0.0855,524.23,244.33,114.56,Brazil,Tablet,25-34,Female,Awareness
2024-06-19,Free Trial Signup,YouTube Ads,10965,436,3.9763,400,50,21,6,0.0547,634.96,243.95,160.28,United States,Mobile,45-54,Male,Consideration
2024-06-20,Product Launch Q3,Facebook Ads,11125,533,4.791,481,139,76,22,0.1978,2552.02,421.45,505.53,India,Desktop,25-34,Male,Retargeting
2024-06-20,Mid-Season Sale,Affiliate,18707,647,3.4586,530,162,115,32,0.1711,2132.08,447.34,376.61,Singapore,Mobile,35-44,Female,Consideration
2024-06-20,Lead Gen Webinar,Email Marketing,12120,642,5.297,569,234,115,48,0.396,7941.39,129.77,6019.59,India,Mobile,18-24,Male,Conversion
2024-06-20,Loyalty Rewards Push,Instagram Ads,3170,106,3.3438,89,20,10,2,0.0631,382.12,71.01,438.12,India,Desktop,45-54,Female,Retargeting
2024-06-20,Product Launch Q3,Referral,10007,623,6.2256,556,274,169,85,0.8494,14016.93,56.85,24555.99,South Africa,Mobile,55+,Female,Awareness
2024-06-21,Clearance Blowout,Google Ads,13185,976,7.4024,830,216,145,68,0.5157,7152.73,748.02,856.22,Canada,Mobile,18-24,Female,Conversion
2024-06-21,New Year Kickoff,Facebook Ads,15308,810,5.2914,736,210,114,35,0.2286,5996.49,775.75,672.99,United States,Mobile,18-24,Male,Retargeting
2024-06-23,Product Launch Q1,TikTok Ads,23712,954,4.0233,671,85,44,7,0.0295,697.75,567.23,23.01,India,Mobile,25-34,Female,Consideration
2024-06-23,Loyalty Rewards Push,TikTok Ads,19382,917,4.7312,748,230,102,25,0.129,1841.94,533.83,245.04,United States,Mobile,45-54,Female,Retargeting
2024-06-23,Free Trial Signup,Affiliate,10970,543,4.9499,476,164,101,34,0.3099,2652.89,262.8,909.47,Germany,Mobile,35-44,Female,Conversion
2024-06-23,Lead Gen Webinar,YouTube Ads,15401,328,2.1297,267,22,11,4,0.026,756.35,348.64,116.94,Singapore,Desktop,25-34,Female,Conversion
2024-06-23,Cart Abandonment Recovery,TikTok Ads,19204,1141,5.9415,991,163,84,27,0.1406,3523.65,362.83,871.16,United States,Mobile,25-34,Female,Awareness
2024-06-23,Flash Weekend Deal,LinkedIn Ads,21807,533,2.4442,516,147,109,58,0.266,11558.87,1269.55,810.47,Germany,Desktop,18-24,Male,Loyalty
2024-06-24,Back to School,Email Marketing,20772,1447,6.9661,1318,563,431,194,0.9339,15308.06,138.71,10936.02,United Kingdom,Desktop,25-34,Female,Retargeting
2024-06-24,Lead Gen Webinar,TikTok Ads,10312,428,4.1505,316,39,20,5,0.0485,601.67,363.46,65.54,United States,Desktop,35-44,Male,Awareness
2024-06-24,New Year Kickoff,TikTok Ads,13723,732,5.3341,600,157,76,12,0.0874,963.27,430.33,123.84,United States,Mobile,18-24,Female,Awareness
2024-06-24,App Install Campaign,Instagram Ads,17143,585,3.4125,490,137,92,26,0.1517,4755.27,532.15,793.6,United States,Mobile,25-34,Female,Awareness
2024-06-24,Influencer Collab,Google Ads,27478,1595,5.8046,1439,401,209,84,0.3057,21247.75,1214.38,1649.68,Canada,Desktop,35-44,Female,Retargeting
2024-06-24,App Install Campaign,Google Ads,22568,1480,6.558,1325,415,277,117,0.5184,28804.6,1958.01,1371.12,United States,Tablet,25-34,Female,Awareness
2024-06-25,Clearance Blowout,LinkedIn Ads,22430,713,3.1788,612,167,111,51,0.2274,12904.15,1139.06,1032.88,India,Mobile,35-44,Female,Conversion
2024-06-25,Referral Bonanza,YouTube Ads,34203,1343,3.9266,1155,261,124,33,0.0965,5114.23,1289.32,296.66,United Kingdom,Mobile,25-34,Male,Consideration
2024-06-25,Holiday Gift Guide,Email Marketing,18390,1609,8.7493,1475,664,361,139,0.7558,9126.1,117.48,7668.22,United States,Mobile,35-44,Male,Awareness
2024-06-25,Product Launch Q3,LinkedIn Ads,16305,289,1.7725,254,57,40,15,0.092,5546.18,525.57,955.27,Brazil,Mobile,18-24,Female,Conversion
2024-06-25,Free Trial Signup,TikTok Ads,24531,1129,4.6023,868,177,79,5,0.0204,595.73,503.22,18.38,United Kingdom,Mobile,35-44,Female,Conversion
2024-06-25,Brand Awareness Drive,Google Ads,16440,1122,6.8248,975,273,194,71,0.4319,15470.11,1675.31,823.42,United States,Desktop,45-54,Female,Consideration
2024-06-25,Flash Weekend Deal,Affiliate,23416,976,4.1681,810,294,150,53,0.2263,4889.93,566.66,762.94,India,Desktop,18-24,Male,Awareness
2024-06-25,Cart Abandonment Recovery,Email Marketing,27481,2322,8.4495,1966,815,478,243,0.8842,45371.58,198.98,22702.08,UAE,Mobile,55+,Male,Conversion
2024-06-26,New Year Kickoff,Referral,11525,778,6.7505,712,322,222,87,0.7549,14488.23,128.02,11217.16,Germany,Tablet,55+,Female,Conversion
2024-06-26,Flash Weekend Deal,YouTube Ads,23879,865,3.6224,697,187,80,22,0.0921,2830.82,714.34,296.28,India,Tablet,18-24,Female,Conversion
2024-06-26,Product Launch Q1,Instagram Ads,23365,774,3.3126,668,89,44,11,0.0471,842.16,477.6,76.33,India,Desktop,25-34,Female,Conversion
2024-06-26,New Year Kickoff,Google Ads,36352,2508,6.8992,2097,401,226,98,0.2696,14243.38,3946.44,260.92,Singapore,Mobile,18-24,Female,Awareness
2024-06-26,Anniversary Sale,YouTube Ads,14933,607,4.0648,502,134,57,8,0.0536,515.08,444.92,15.77,India,Mobile,18-24,Female,Consideration
2024-06-26,Influencer Collab,Email Marketing,25883,2203,8.5114,1971,852,495,200,0.7727,17843.25,224.01,7865.38,India,Desktop,45-54,Male,Awareness
2024-06-26,Holiday Gift Guide,Facebook Ads,14343,677,4.7201,522,160,76,20,0.1394,1235.69,443.62,178.55,India,Desktop,35-44,Female,Loyalty
2024-06-27,Referral Bonanza,YouTube Ads,42395,1405,3.3141,810,153,67,27,0.0637,1360.94,1307.81,4.06,Australia,Mobile,35-44,Female,Awareness
2024-06-27,Product Launch Q3,Instagram Ads,15082,516,3.4213,434,104,70,11,0.0729,1977.71,350.63,464.04,India,Mobile,45-54,Male,Awareness
2024-06-27,App Install Campaign,Instagram Ads,8953,431,4.814,356,68,31,3,0.0335,439.22,425.87,3.13,Singapore,Mobile,55+,Male,Awareness
2024-06-27,Mid-Season Sale,Referral,24266,1414,5.8271,1246,547,341,189,0.7789,22464.0,104.93,21308.56,Canada,Desktop,25-34,Female,Consideration
2024-06-27,Free Trial Signup,Facebook Ads,23822,1049,4.4035,955,256,111,40,0.1679,4677.47,483.32,867.78,India,Mobile,25-34,Male,Awareness
2024-06-27,Flash Weekend Deal,TikTok Ads,19931,1123,5.6344,842,186,104,33,0.1656,2873.26,467.94,514.02,India,Mobile,18-24,Female,Conversion
2024-06-28,Customer Win-Back,LinkedIn Ads,16253,502,3.0887,439,149,104,37,0.2277,19193.66,1516.36,1165.77,India,Tablet,18-24,Female,Retargeting
2024-06-28,Brand Awareness Drive,Organic Search,23386,1216,5.1997,1203,415,185,85,0.3635,19469.53,41.1,47271.12,India,Mobile,25-34,Female,Awareness
2024-06-28,Back to School,Affiliate,14388,547,3.8018,496,116,62,15,0.1043,949.65,389.53,143.79,Singapore,Mobile,35-44,Female,Conversion
2024-06-29,New Year Kickoff,LinkedIn Ads,16132,512,3.1738,420,164,86,47,0.2913,12332.41,1565.03,688.0,Australia,Mobile,18-24,Female,Conversion
2024-06-29,Free Trial Signup,Instagram Ads,23730,825,3.4766,630,140,72,23,0.0969,3572.76,578.53,517.56,UAE,Desktop,25-34,Female,Conversion
2024-06-30,Customer Win-Back,Instagram Ads,26768,890,3.3249,818,157,67,23,0.0859,4507.23,609.54,639.45,UAE,Desktop,25-34,Female,Retargeting
2024-07-01,Holiday Gift Guide,Organic Search,16487,909,5.5134,770,264,100,35,0.2123,7645.28,108.87,6922.39,United States,Mobile,25-34,Female,Awareness
2024-07-01,Brand Awareness Drive,Google Ads,12772,772,6.0445,653,260,154,51,0.3993,6023.93,629.36,857.15,United States,Mobile,55+,Female,Consideration
2024-07-02,App Install Campaign,Instagram Ads,17687,837,4.7323,682,84,59,22,0.1244,2617.5,669.39,291.03,Brazil,Tablet,25-34,Male,Awareness
2024-07-02,Summer Sale Blast,YouTube Ads,14057,415,2.9523,318,62,26,7,0.0498,481.52,417.46,15.35,India,Mobile,18-24,Female,Consideration
2024-07-02,Brand Awareness Drive,Google Ads,26275,1816,6.9115,1762,511,365,168,0.6394,27376.22,1777.86,1439.84,United States,Mobile,55+,Male,Consideration
2024-07-02,Summer Sale Blast,Facebook Ads,19105,938,4.9097,795,206,94,27,0.1413,3758.02,737.9,409.29,India,Mobile,45-54,Male,Conversion
2024-07-02,Mid-Season Sale,Facebook Ads,18039,761,4.2186,700,226,94,39,0.2162,3894.34,662.56,487.77,Canada,Mobile,25-34,Female,Consideration
2024-07-03,Lead Gen Webinar,Facebook Ads,14634,607,4.1479,493,142,72,26,0.1777,3845.05,389.89,886.19,United States,Mobile,35-44,Male,Loyalty
2024-07-04,Anniversary Sale,Organic Search,18481,916,4.9564,892,328,200,83,0.4491,17796.78,88.61,19984.39,Germany,Mobile,45-54,Male,Conversion
2024-07-04,Summer Sale Blast,TikTok Ads,20360,1265,6.2132,999,111,18,5,0.0246,439.87,352.85,24.66,Canada,Desktop,18-24,Female,Consideration
2024-07-04,Summer Sale Blast,Email Marketing,28314,2294,8.102,2095,990,605,331,1.169,34417.72,176.1,19444.42,United Kingdom,Mobile,18-24,Female,Consideration
2024-07-04,Holiday Gift Guide,YouTube Ads,22072,948,4.295,755,160,67,24,0.1087,2813.92,871.66,222.82,United States,Mobile,25-34,Female,Retargeting
2024-07-04,Mid-Season Sale,Instagram Ads,18624,741,3.9787,524,95,44,10,0.0537,1253.97,498.39,151.6,United States,Desktop,25-34,Male,Retargeting
2024-07-04,Lead Gen Webinar,LinkedIn Ads,23918,710,2.9685,657,183,130,23,0.0962,5401.05,1862.09,190.05,India,Mobile,18-24,Female,Awareness
2024-07-05,Brand Awareness Drive,Referral,23293,1771,7.6031,1655,856,681,335,1.4382,68298.78,76.42,89272.91,India,Desktop,18-24,Male,Consideration
2024-07-05,Free Trial Signup,Facebook Ads,18085,621,3.4338,545,144,94,40,0.2212,4980.55,586.76,748.82,United States,Mobile,45-54,Female,Awareness
2024-07-05,Brand Awareness Drive,LinkedIn Ads,21769,629,2.8894,566,204,150,92,0.4226,41751.15,1831.3,2179.86,Singapore,Desktop,55+,Female,Awareness
2024-07-05,Free Trial Signup,YouTube Ads,16947,602,3.5523,458,130,68,22,0.1298,3458.15,699.5,394.37,Australia,Mobile,25-34,Female,Consideration
2024-07-05,Back to School,Google Ads,26093,1330,5.0972,1242,425,262,92,0.3526,18130.69,1149.72,1476.97,India,Mobile,35-44,Female,Conversion
2024-07-06,Summer Sale Blast,Referral,9137,482,5.2753,443,184,130,63,0.6895,18174.96,144.16,12507.49,United Kingdom,Mobile,25-34,Male,Retargeting
2024-07-06,Cart Abandonment Recovery,Organic Search,24435,1161,4.7514,1118,489,291,130,0.532,28020.61,78.43,35626.9,India,Mobile,25-34,Male,Consideration
2024-07-08,Festive Mega Offer,YouTube Ads,8889,348,3.915,276,81,39,11,0.1237,744.45,366.18,103.3,United States,Mobile,35-44,Female,Awareness
2024-07-08,App Install Campaign,Facebook Ads,12683,691,5.4482,577,227,113,32,0.2523,4266.88,653.36,553.07,Australia,Mobile,18-24,Male,Conversion
2024-07-08,Festive Mega Offer,Organic Search,23160,1540,6.6494,1476,526,353,99,0.4275,22583.29,41.67,54095.56,United States,Desktop,25-34,Female,Awareness
2024-07-08,Brand Awareness Drive,Affiliate,22474,1003,4.4629,809,235,132,38,0.1691,2862.28,494.9,478.36,India,Tablet,35-44,Female,Retargeting
2024-07-08,Loyalty Rewards Push,Affiliate,18836,541,2.8722,475,116,50,12,0.0637,1757.97,194.37,804.45,United States,Mobile,35-44,Female,Conversion
2024-07-09,Anniversary Sale,Instagram Ads,14615,508,3.4759,424,76,44,16,0.1095,2115.06,553.11,282.39,India,Mobile,25-34,Male,Retargeting
2024-07-09,Brand Awareness Drive,YouTube Ads,20577,871,4.2329,656,150,61,16,0.0778,1489.61,992.01,50.16,United States,Desktop,18-24,Female,Awareness
2024-07-09,Lead Gen Webinar,Affiliate,18684,929,4.9722,744,195,92,31,0.1659,2199.85,305.96,619.0,Brazil,Mobile,45-54,Female,Awareness
2024-07-09,Cart Abandonment Recovery,Google Ads,12438,965,7.7585,856,305,204,78,0.6271,14728.39,1463.51,906.37,United Kingdom,Desktop,35-44,Female,Consideration
2024-07-10,Product Launch Q3,Affiliate,12397,538,4.3398,430,122,76,11,0.0887,1324.94,187.8,605.51,India,Tablet,35-44,Female,Awareness
2024-07-10,Summer Sale Blast,Google Ads,22900,1644,7.179,1292,422,263,50,0.2183,4234.49,2147.69,97.16,United States,Desktop,18-24,Female,Awareness
2024-07-10,New Year Kickoff,Referral,14573,654,4.4878,554,229,154,85,0.5833,17619.75,123.66,14148.54,United States,Desktop,55+,Female,Consideration
2024-07-11,Product Launch Q3,YouTube Ads,15894,424,2.6677,337,88,45,6,0.0378,394.03,444.4,-11.33,Australia,Mobile,18-24,Male,Conversion
2024-07-11,Customer Win-Back,Affiliate,13273,584,4.3999,477,115,58,20,0.1507,1810.49,189.68,854.5,India,Mobile,35-44,Male,Retargeting
2024-07-11,Anniversary Sale,Facebook Ads,20750,779,3.7542,708,182,108,46,0.2217,5440.53,491.67,1006.54,Canada,Mobile,25-34,Male,Retargeting
2024-07-11,Loyalty Rewards Push,YouTube Ads,18335,737,4.0196,560,53,25,8,0.0436,653.96,389.01,68.11,United States,Tablet,55+,Male,Consideration
2024-07-12,Cart Abandonment Recovery,Google Ads,3514,232,6.6022,216,85,54,20,0.5692,3610.74,211.32,1608.66,United States,Mobile,35-44,Male,Retargeting
2024-07-12,Referral Bonanza,YouTube Ads,19992,723,3.6164,566,78,33,9,0.045,1652.84,464.94,255.5,India,Desktop,35-44,Female,Retargeting
2024-07-12,Loyalty Rewards Push,Organic Search,18705,1052,5.6242,958,293,159,66,0.3528,13069.09,114.85,11279.27,United States,Tablet,18-24,Female,Conversion
2024-07-12,Lead Gen Webinar,Facebook Ads,19205,862,4.4884,747,286,171,67,0.3489,6633.28,668.23,892.66,India,Mobile,18-24,Female,Conversion
2024-07-12,Free Trial Signup,YouTube Ads,14479,395,2.7281,294,65,24,7,0.0483,1254.9,494.49,153.78,Canada,Desktop,18-24,Female,Retargeting
2024-07-12,Lead Gen Webinar,TikTok Ads,14009,836,5.9676,659,204,96,6,0.0428,433.99,407.51,6.5,United States,Mobile,25-34,Male,Consideration
2024-07-14,Influencer Collab,Google Ads,30568,2317,7.5798,1859,631,466,284,0.9291,20927.66,1988.47,952.45,Canada,Mobile,18-24,Male,Loyalty
2024-07-15,Loyalty Rewards Push,Google Ads,9315,530,5.6897,524,148,88,24,0.2576,4559.64,572.46,696.5,Singapore,Tablet,45-54,Male,Awareness
2024-07-15,Back to School,TikTok Ads,19761,896,4.5342,713,155,81,23,0.1164,2658.26,329.58,706.56,United States,Desktop,45-54,Male,Retargeting
2024-07-15,Summer Sale Blast,YouTube Ads,19522,557,2.8532,429,116,62,13,0.0666,752.61,452.58,66.29,United States,Desktop,55+,Female,Consideration
2024-07-15,Referral Bonanza,LinkedIn Ads,17837,264,1.4801,226,98,57,31,0.1738,9360.04,812.97,1051.34,United States,Tablet,35-44,Male,Consideration
2024-07-15,Cart Abandonment Recovery,Email Marketing,19121,1709,8.9378,1564,820,414,168,0.8786,35133.08,145.37,24068.04,India,Desktop,55+,Male,Retargeting
2024-07-15,Product Launch Q3,YouTube Ads,16607,643,3.8719,537,111,59,14,0.0843,1648.68,548.7,200.47,Germany,Mobile,45-54,Female,Conversion
2024-07-15,Loyalty Rewards Push,YouTube Ads,14566,341,2.3411,264,50,30,7,0.0481,1173.43,399.76,193.53,Germany,Desktop,25-34,Male,Consideration
2024-07-16,Free Trial Signup,Organic Search,23368,1278,5.469,1197,417,256,125,0.5349,28360.86,42.09,67281.47,India,Mobile,45-54,Female,Awareness
2024-07-17,Summer Sale Blast,YouTube Ads,20518,719,3.5042,543,111,53,16,0.078,1685.23,559.87,201.0,India,Mobile,25-34,Female,Consideration
2024-07-17,Brand Awareness Drive,Facebook Ads,15844,690,4.355,577,152,48,16,0.101,1405.57,415.26,238.48,United States,Mobile,18-24,Male,Consideration
2024-07-17,Anniversary Sale,YouTube Ads,19989,556,2.7815,492,123,55,12,0.06,2103.74,732.44,187.22,United States,Mobile,25-34,Female,Retargeting
2024-07-17,New Year Kickoff,Affiliate,9449,307,3.249,291,97,66,18,0.1905,3134.69,186.53,1580.53,Germany,Mobile,35-44,Male,Conversion
2024-07-17,Influencer Collab,Google Ads,18427,996,5.4051,898,359,197,91,0.4938,14118.18,921.47,1432.14,Germany,Mobile,25-34,Male,Conversion
2024-07-18,Lead Gen Webinar,Facebook Ads,23863,1140,4.7773,1039,157,85,27,0.1131,5329.35,638.66,734.46,Germany,Desktop,45-54,Female,Loyalty
2024-07-18,Festive Mega Offer,TikTok Ads,14738,652,4.4239,498,86,40,8,0.0543,324.08,490.22,-33.89,United States,Desktop,45-54,Male,Conversion
2024-07-18,Free Trial Signup,Google Ads,22427,1103,4.9182,986,307,166,53,0.2363,10202.37,889.37,1047.15,United States,Mobile,35-44,Female,Awareness
2024-07-19,Back to School,Facebook Ads,9376,442,4.7142,417,71,26,6,0.064,1151.27,531.37,116.66,United States,Desktop,18-24,Male,Conversion
2024-07-19,Cart Abandonment Recovery,Referral,17066,1358,7.9573,1228,484,404,184,1.0782,15251.18,121.38,12464.82,United States,Desktop,35-44,Female,Conversion
2024-07-19,Cart Abandonment Recovery,Google Ads,14150,927,6.5512,813,346,231,79,0.5583,20068.44,1100.07,1724.29,United States,Mobile,35-44,Male,Loyalty
2024-07-20,Cart Abandonment Recovery,Instagram Ads,25030,835,3.336,758,157,86,26,0.1039,3683.69,323.2,1039.76,United States,Mobile,35-44,Male,Consideration
2024-07-20,Loyalty Rewards Push,Email Marketing,16726,1428,8.5376,1410,597,333,154,0.9207,20834.36,143.11,14458.28,United States,Mobile,55+,Female,Conversion
2024-07-20,Referral Bonanza,Referral,25246,1521,6.0247,1412,630,430,201,0.7962,29531.85,72.64,40555.08,Canada,Desktop,18-24,Male,Retargeting
2024-07-21,Summer Sale Blast,Instagram Ads,22480,855,3.8034,734,135,88,20,0.089,1694.17,625.15,171.0,Canada,Mobile,35-44,Male,Loyalty
2024-07-22,Free Trial Signup,Affiliate,18018,803,4.4567,692,206,99,32,0.1776,2390.36,317.03,653.99,United States,Desktop,45-54,Male,Awareness
2024-07-22,Lead Gen Webinar,TikTok Ads,14672,529,3.6055,397,96,48,10,0.0682,916.68,349.62,162.19,India,Mobile,18-24,Female,Retargeting
2024-07-23,New Year Kickoff,YouTube Ads,11595,329,2.8374,262,57,27,8,0.069,1266.31,308.04,311.09,Singapore,Desktop,25-34,Female,Conversion
2024-07-23,Cart Abandonment Recovery,YouTube Ads,7279,170,2.3355,137,25,10,2,0.0275,338.29,100.68,236.01,Australia,Mobile,35-44,Female,Awareness
2024-07-23,Loyalty Rewards Push,TikTok Ads,21547,924,4.2883,784,135,49,15,0.0696,1496.03,561.67,166.35,Singapore,Mobile,25-34,Male,Awareness
2024-07-23,Lead Gen Webinar,Instagram Ads,22372,671,2.9993,535,143,72,26,0.1162,2558.1,420.89,507.78,UAE,Mobile,25-34,Female,Awareness
2024-07-23,Summer Sale Blast,Google Ads,6824,491,7.1952,457,134,92,30,0.4396,2774.86,692.6,300.64,United States,Mobile,18-24,Male,Loyalty
2024-07-24,Flash Weekend Deal,LinkedIn Ads,28212,927,3.2858,797,250,152,65,0.2304,12081.13,2585.41,367.28,United Kingdom,Desktop,35-44,Female,Consideration
2024-07-24,Anniversary Sale,Google Ads,23001,1669,7.2562,1517,463,254,85,0.3695,12165.84,1405.07,765.85,India,Mobile,45-54,Male,Consideration
2024-07-24,Mid-Season Sale,LinkedIn Ads,18978,569,2.9982,517,154,105,42,0.2213,11685.07,1422.5,721.45,South Africa,Desktop,25-34,Female,Conversion
2024-07-24,Anniversary Sale,YouTube Ads,19346,753,3.8923,559,108,37,10,0.0517,1837.81,581.16,216.23,Australia,Mobile,25-34,Male,Conversion
2024-07-25,Summer Sale Blast,Instagram Ads,15731,479,3.0449,387,69,33,13,0.0826,748.93,278.26,169.15,India,Mobile,25-34,Male,Retargeting
2024-07-25,Clearance Blowout,Instagram Ads,25102,1063,4.2347,1036,270,191,63,0.251,3733.52,648.94,475.33,Brazil,Mobile,45-54,Female,Awareness
2024-07-25,Back to School,Google Ads,15374,963,6.2638,788,250,166,49,0.3187,3433.74,1374.83,149.76,Singapore,Mobile,55+,Male,Retargeting
2024-07-26,Flash Weekend Deal,YouTube Ads,25364,702,2.7677,466,99,43,8,0.0315,1215.03,639.01,90.14,Canada,Desktop,25-34,Female,Consideration
2024-07-26,Free Trial Signup,TikTok Ads,18889,896,4.7435,680,31,10,3,0.0159,178.53,643.87,-72.27,United Kingdom,Mobile,25-34,Female,Awareness
2024-07-27,New Year Kickoff,Affiliate,23205,1014,4.3697,789,207,111,30,0.1293,2050.43,342.06,499.44,Singapore,Mobile,45-54,Female,Loyalty
2024-07-27,Holiday Gift Guide,Facebook Ads,24210,1119,4.6221,920,186,109,27,0.1115,5768.01,922.21,525.46,United Kingdom,Mobile,18-24,Male,Retargeting
2024-07-27,Cart Abandonment Recovery,Referral,23915,1773,7.4138,1577,666,456,172,0.7192,29837.0,42.39,70286.88,United States,Tablet,35-44,Male,Awareness
2024-07-27,Anniversary Sale,Instagram Ads,26206,1018,3.8846,807,204,117,34,0.1297,2335.7,1002.45,133.0,Australia,Mobile,25-34,Male,Consideration
2024-07-28,Holiday Gift Guide,Instagram Ads,32000,1127,3.5219,959,224,131,38,0.1187,6557.66,1086.62,503.49,Australia,Desktop,35-44,Female,Consideration
2024-07-28,Referral Bonanza,Referral,30786,2750,8.9326,2639,1094,768,377,1.2246,36693.14,113.85,32129.37,Brazil,Mobile,25-34,Male,Retargeting
2024-07-28,Back to School,Facebook Ads,29211,1118,3.8273,926,303,191,41,0.1404,7023.04,972.36,622.27,India,Desktop,25-34,Female,Conversion
2024-07-28,Brand Awareness Drive,Affiliate,14842,455,3.0656,448,119,56,17,0.1145,1553.24,161.67,860.75,India,Desktop,18-24,Male,Conversion
2024-07-29,Festive Mega Offer,Referral,7550,570,7.5497,526,186,120,43,0.5695,11334.06,103.31,10870.92,United States,Mobile,45-54,Female,Conversion
2024-07-29,Holiday Gift Guide,TikTok Ads,21792,1216,5.58,960,63,28,7,0.0321,449.2,808.92,-44.47,United States,Mobile,55+,Female,Conversion
2024-07-30,Festive Mega Offer,Instagram Ads,22366,803,3.5903,648,205,97,21,0.0939,3040.9,563.01,440.11,Australia,Desktop,25-34,Male,Retargeting
2024-07-30,Clearance Blowout,LinkedIn Ads,16879,541,3.2052,451,159,125,53,0.314,18677.91,1435.28,1201.34,UAE,Tablet,25-34,Female,Conversion
2024-07-31,New Year Kickoff,Facebook Ads,14661,776,5.293,709,217,110,44,0.3001,7697.38,543.34,1316.68,Canada,Mobile,25-34,Female,Conversion
2024-07-31,Product Launch Q1,Facebook Ads,13575,572,4.2136,539,190,131,38,0.2799,7555.33,518.13,1358.19,South Africa,Mobile,45-54,Male,Conversion
